,货物名称,三级分类,二级分类,一级分类
1980,槽钢工字钢,线材,钢铁制品,钢铁
1981,80克伸性纸袋纸1020,线材,钢铁制品,钢铁
1982,热镀燃气管,线材,钢铁制品,钢铁
1983,发吴家山41吨一车热方,线材,钢铁制品,钢铁
1984,78克轻型胶版纸880,线材,钢铁制品,钢铁
1985,68克轻型胶版纸880,线材,钢铁制品,钢铁
1986,64克热敏原纸820,线材,钢铁制品,钢铁
1987,镀方+方管发德清,管材及附件,钢 材、合金钢材,钢铁
1988,73克离型原纸835,线材,钢铁制品,钢铁
1989,马牌轮胎,橡胶制品,橡胶,化工原料及制品
1990,65克离型原纸深黄1050,线材,钢铁制品,钢铁
1991,68克轻型胶版纸760,线材,钢铁制品,钢铁
1992,石家庄热方1车,线材,钢铁制品,钢铁
1993,平阴3车热镀,线材,钢铁制品,钢铁
1994,发石家庄焊管,线材,钢铁制品,钢铁
1995,热镀+镀方,管材及附件,钢 材、合金钢材,钢铁
1996,镀方+方管发奉贤,管材及附件,钢 材、合金钢材,钢铁
1997,热镀4566,线材,钢铁制品,钢铁
1998,热镀焊管发西安,线材,钢铁制品,钢铁
1999,南昌31吨热镀南昌方友,线材,钢铁制品,钢铁
2000,武汉新鑫发武汉工地一车热方,线材,钢铁制品,钢铁
2001,襄阳永乾发襄阳一车热方,线材,钢铁制品,钢铁
2002,南昌31吨热镀江西众合,线材,钢铁制品,钢铁
2003,叶腊石,线材,钢铁制品,钢铁
2004,兰州热镀,线材,钢铁制品,钢铁
2005,净水设备,通用设备,普通工业机械及设备,机械设备、电器
2006,盖板,线材,钢铁制品,钢铁
2007,55克高白胶板印刷纸880,线材,钢铁制品,钢铁
2008,55克高白胶板印刷纸765,线材,钢铁制品,钢铁
2009,65克高白胶板印刷纸889,线材,钢铁制品,钢铁
2010,98克轻型胶版纸965,线材,钢铁制品,钢铁
2011,100克轻型胶版纸889,线材,钢铁制品,钢铁
2012,长梗,线材,钢铁制品,钢铁
2013,70克离型原纸1062,线材,钢铁制品,钢铁
2014,热方34点7吨发茂县,线材,钢铁制品,钢铁
2015,64克离型原纸1400,线材,钢铁制品,钢铁
2016,镀方+方管+热镀,管材及附件,钢 材、合金钢材,钢铁
2017,上海铸元一车白方发浙江宁波水乡邻里,线材,钢铁制品,钢铁
2018,武汉新红发吴家山一车热方,线材,钢铁制品,钢铁
2019,成都博程发成都1车热方,线材,钢铁制品,钢铁
2020,73克离型原纸1036深黄,线材,钢铁制品,钢铁
2021,73克离型原纸1036,线材,钢铁制品,钢铁
2022,焊管加钢塑加黑方31T,线材,钢铁制品,钢铁
2023,120克离型原纸1400,线材,钢铁制品,钢铁
2024,南昌31吨热镀江西拓诚,线材,钢铁制品,钢铁
2025,焊管是套管加螺旋,线材,钢铁制品,钢铁
2026,方管发黄石,线材,钢铁制品,钢铁
2027,牛肉饼,糕点、面食、谷物食品,饮食品,轻工、医药产品
2028,方管发临沂,线材,钢铁制品,钢铁
2029,55克胶印书刊纸660X1010,线材,钢铁制品,钢铁
2030,65克高白胶板印刷纸787,线材,钢铁制品,钢铁
2031,70克高白胶板印刷纸787,线材,钢铁制品,钢铁
2032,70克高白胶板印刷纸787x1092,线材,钢铁制品,钢铁
2033,方管发奉贤,线材,钢铁制品,钢铁
2034,120克离型原纸930,线材,钢铁制品,钢铁
2035,120克离型原纸1030,线材,钢铁制品,钢铁
2036,80克离型原纸1308,线材,钢铁制品,钢铁
2037,100克离型原纸1055,线材,钢铁制品,钢铁
2038,方管发苏州,线材,钢铁制品,钢铁
2039,95克伸性纸袋纸1060,线材,钢铁制品,钢铁
2040,75克轻型胶版纸889X1194,线材,钢铁制品,钢铁
2041,75克轻型胶版纸787X1092,线材,钢铁制品,钢铁
2042,65克轻型胶版纸889X1194,线材,钢铁制品,钢铁
2043,武汉新红发武汉1车热方,线材,钢铁制品,钢铁
2044,武汉新红发武汉热方,线材,钢铁制品,钢铁
2045,楚雄1车热镀,线材,钢铁制品,钢铁
2046,螺纹14+25,线材,钢铁制品,钢铁
2047,螺纹22+18,铁矿,铁矿石,金属矿石
2048,55克胶印书刊纸775,线材,钢铁制品,钢铁
2049,70克离型原纸浅黄1036,线材,钢铁制品,钢铁
2050,70克离型原纸浅黄1092,线材,钢铁制品,钢铁
2051,南昌31吨热镀江西全通,线材,钢铁制品,钢铁
2052,济南+平阴两地卸1车热镀,线材,钢铁制品,钢铁
2053,发贵阳焊管+热镀33吨,线材,钢铁制品,钢铁
2054,68克轻型胶版纸870,线材,钢铁制品,钢铁
2055,开片纸,线材,钢铁制品,钢铁
2056,中光伏,线材,钢铁制品,钢铁
2057,58克胶印书刊纸775,线材,钢铁制品,钢铁
2058,58克胶印书刊纸787,线材,钢铁制品,钢铁
2059,60克胶印书刊纸830,线材,钢铁制品,钢铁
2060,热镀1车,线材,钢铁制品,钢铁
2061,105克染色原纸793,线材,钢铁制品,钢铁
2062,68克轻型胶版纸710,线材,钢铁制品,钢铁
2063,南昌31吨热镀2车江西永恒,线材,钢铁制品,钢铁
2064,热镀+焊,管材及附件,钢 材、合金钢材,钢铁
2065,85克伸性纸袋纸1020,线材,钢铁制品,钢铁
2066,发石家庄黑方加热方1车,线材,钢铁制品,钢铁
2067,65克复合胶版纸880,线材,钢铁制品,钢铁
2068,70克离型原纸1092,线材,钢铁制品,钢铁
2069,建筑钢材螺纹25,线材,钢铁制品,钢铁
2070,热镀+螺旋820两支,管材及附件,钢 材、合金钢材,钢铁
2071,60克胶印书刊纸440X2,线材,钢铁制品,钢铁
2072,68克轻型胶版纸1000,线材,钢铁制品,钢铁
2073,70克轻型胶版纸965,线材,钢铁制品,钢铁
2074,96克轻型胶版纸889,线材,钢铁制品,钢铁
2075,肉,线材,钢铁制品,钢铁
2076,禹城1车热镀,线材,钢铁制品,钢铁
2077,平阴1车焊管+钢塑,线材,钢铁制品,钢铁
2078,75克纸袋纸920,线材,钢铁制品,钢铁
2079,68克离型原纸1045,线材,钢铁制品,钢铁
2080,车方热方发宁波,线材,钢铁制品,钢铁
2081,杨木化机浆,线材,钢铁制品,钢铁
2082,68克离型原纸1248,线材,钢铁制品,钢铁
2083,螺纹25E18E,线材,钢铁制品,钢铁
2084,螺纹12E,线材,钢铁制品,钢铁
2085,68克轻型胶版纸860X1184,线材,钢铁制品,钢铁
2086,螺纹22E,线材,钢铁制品,钢铁
2087,58克胶印书刊纸755,线材,钢铁制品,钢铁
2088,75克伸性纸袋纸760,线材,钢铁制品,钢铁
2089,75克伸性纸袋纸1020,线材,钢铁制品,钢铁
2090,80克伸性纸袋纸1120,线材,钢铁制品,钢铁
2091,80克伸性纸袋纸1220,线材,钢铁制品,钢铁
2092,1919酒,酒（白酒、啤酒、果酒类）,饮食品,轻工、医药产品
2093,合肥加热方发德清,线材,钢铁制品,钢铁
2094,65克轻型胶版纸680,线材,钢铁制品,钢铁
2095,黑方热方发杭州,线材,钢铁制品,钢铁
2096,黑方热方发德清,线材,钢铁制品,钢铁
2097,组串式逆变器,线材,钢铁制品,钢铁
2098,方管发宜昌码头,线材,钢铁制品,钢铁
2099,117克胶印书刊纸889,线材,钢铁制品,钢铁
2100,方管发阜阳,线材,钢铁制品,钢铁
2101,60克食品纸916,线材,钢铁制品,钢铁
2102,南昌热镀4车江西全通,线材,钢铁制品,钢铁
2103,南昌热镀4车江西拓源,线材,钢铁制品,钢铁
2104,南昌热镀1车江西全通,线材,钢铁制品,钢铁
2105,热圆,线材,钢铁制品,钢铁
2106,68克离型原纸1098,线材,钢铁制品,钢铁
2107,50克胶印书刊纸860,线材,钢铁制品,钢铁
2108,65克复合原纸886,线材,钢铁制品,钢铁
2109,55克胶印书刊纸710X1000,线材,钢铁制品,钢铁
2110,70克离型原纸1098浅黄,线材,钢铁制品,钢铁
2111,无碳原纸,线材,钢铁制品,钢铁
2112,无碳原纸等,线材,钢铁制品,钢铁
2113,65克轻型胶版纸870,线材,钢铁制品,钢铁
2114,65克复合胶版纸35,线材,钢铁制品,钢铁
2115,68克离型原纸1200,线材,钢铁制品,钢铁
2116,60克胶印书刊纸780X1092,线材,钢铁制品,钢铁
2117,55克胶印书刊纸880X1250,线材,钢铁制品,钢铁
2118,68克轻型胶版纸765,线材,钢铁制品,钢铁
2119,龙钢螺纹,线材,钢铁制品,钢铁
2120,60克轻型胶版纸870,线材,钢铁制品,钢铁
2121,120克离型原纸1105,线材,钢铁制品,钢铁
2122,螺纹16E22E,线材,钢铁制品,钢铁
2123,400E12螺纹,线材,钢铁制品,钢铁
2124,美菱冰箱,家用电器,电力设备、电器机械及器材,机械设备、电器
2125,80克伸性纸袋纸760,线材,钢铁制品,钢铁
2126,80克伸性纸袋纸830,线材,钢铁制品,钢铁
2127,80克伸性纸袋纸1190,线材,钢铁制品,钢铁
2128,80克伸性纸袋纸790,线材,钢铁制品,钢铁
2129,70克离型原纸深典1036,线材,钢铁制品,钢铁
2130,400E16螺纹,线材,钢铁制品,钢铁
2131,晋钢400E12螺纹,线材,钢铁制品,钢铁
2132,65克复合胶版纸770,线材,钢铁制品,钢铁
2133,65克复合胶版纸870,线材,钢铁制品,钢铁
2134,80克伸性纸袋纸1040,线材,钢铁制品,钢铁
2135,80克伸性纸袋纸1250,线材,钢铁制品,钢铁
2136,80克伸性纸袋纸1140,线材,钢铁制品,钢铁
2137,70克纸袋纸780,线材,钢铁制品,钢铁
2138,80克纸袋纸787,线材,钢铁制品,钢铁
2139,80克伸性纸袋纸1090,线材,钢铁制品,钢铁
2140,晋钢400E25螺纹,线材,钢铁制品,钢铁
2141,晋钢400E16螺纹,线材,钢铁制品,钢铁
2142,晋钢400E18螺纹,线材,钢铁制品,钢铁
2143,56克轻型胶版纸865,线材,钢铁制品,钢铁
2144,75克伸性纸袋纸980,线材,钢铁制品,钢铁
2145,80克伸性纸袋纸840,线材,钢铁制品,钢铁
2146,方管,管材及附件,钢 材、合金钢材,钢铁
2147,80克轻型胶版纸710X1000,线材,钢铁制品,钢铁
2148,热镀管+方矩管,管材及附件,钢 材、合金钢材,钢铁
2149,80克微涂胶版纸710X1000,线材,钢铁制品,钢铁
2150,70克微涂胶版纸880X1230,线材,钢铁制品,钢铁
2151,70克微涂胶版纸710X1000,线材,钢铁制品,钢铁
2152,68克轻型胶版纸770,线材,钢铁制品,钢铁
2153,80克伸性纸袋纸780,线材,钢铁制品,钢铁
2154,圆管发德清,线材,钢铁制品,钢铁
2155,70克伸性纸袋纸780,线材,钢铁制品,钢铁
2156,贝雷片,线材,钢铁制品,钢铁
2157,晋钢400E1612米螺纹,线材,钢铁制品,钢铁
2158,圆管发襄阳,线材,钢铁制品,钢铁
2159,晋钢400E螺纹拼车,线材,钢铁制品,钢铁
2160,晋钢400E18螺纹15件,线材,钢铁制品,钢铁
2161,65克复合胶版纸880X1240,线材,钢铁制品,钢铁
2162,70克伸性纸袋纸1020,线材,钢铁制品,钢铁
2163,方管发武昌,线材,钢铁制品,钢铁
2164,圆管发淮南,线材,钢铁制品,钢铁
2165,晋钢400E18螺纹14件,线材,钢铁制品,钢铁
2166,100克伸性纸袋纸1020,线材,钢铁制品,钢铁
2167,90克伸性纸袋纸1020,线材,钢铁制品,钢铁
2168,135克典雅纯质纸889,线材,钢铁制品,钢铁
2169,135克典雅纯质纸787,线材,钢铁制品,钢铁
2170,邯郸市冰川热镀16吨,线材,钢铁制品,钢铁
2171,邯郸市康腾热镀16吨,线材,钢铁制品,钢铁
2172,75克伸性纸袋纸1120,线材,钢铁制品,钢铁
2173,邢台安顺热镀40吨,线材,钢铁制品,钢铁
2174,70克轻型胶版纸960x705+705x960,线材,钢铁制品,钢铁
2175,热镀方矩管+方矩管+热镀管,管材及附件,钢 材、合金钢材,钢铁
2176,80克伸性纸袋纸740,线材,钢铁制品,钢铁
2177,78克轻型胶版纸1004,线材,钢铁制品,钢铁
2178,88克轻型胶版纸880,线材,钢铁制品,钢铁
2179,100克伸性纸袋纸1060,线材,钢铁制品,钢铁
2180,晋钢400E16螺纹15件,线材,钢铁制品,钢铁
2181,晋钢400E12螺纹18件,线材,钢铁制品,钢铁
2182,热镀方矩管＋方矩管,管材及附件,钢 材、合金钢材,钢铁
2183,悍管＋热镀管,线材,钢铁制品,钢铁
2184,热镀方军管,线材,钢铁制品,钢铁
2185,400E螺纹25,线材,钢铁制品,钢铁
2186,螺纹400E20,线材,钢铁制品,钢铁
2187,400E20螺纹,线材,钢铁制品,钢铁
2188,螺纹400E12,线材,钢铁制品,钢铁
2189,螺纹400E16,线材,钢铁制品,钢铁
2190,晋钢400E20螺纹13件,线材,钢铁制品,钢铁
2191,80克纸袋纸1300,线材,钢铁制品,钢铁
2192,80克纸袋纸1400,线材,钢铁制品,钢铁
2193,方管发光谷,线材,钢铁制品,钢铁
2194,400E18螺纹,线材,钢铁制品,钢铁
2195,90克伸性纸袋纸2210,线材,钢铁制品,钢铁
2196,80克轻型胶版纸711,线材,钢铁制品,钢铁
2197,热镀方矩管管,线材,钢铁制品,钢铁
2198,热镀33吨,线材,钢铁制品,钢铁
2199,400E螺纹,线材,钢铁制品,钢铁
2200,75克轻型胶版纸640,线材,钢铁制品,钢铁
2201,78克轻型胶版纸720X1004,线材,钢铁制品,钢铁
2202,78克轻型胶版纸1004X720,线材,钢铁制品,钢铁
2203,焊+热镀,管材及附件,钢 材、合金钢材,钢铁
2204,晋钢400E25螺纹13件,线材,钢铁制品,钢铁
2205,75克纸袋纸830,线材,钢铁制品,钢铁
2206,75克纸袋纸790,线材,钢铁制品,钢铁
2207,工字钢槽钢,线材,钢铁制品,钢铁
2208,焊热镀管,线材,钢铁制品,钢铁
2209,75克纸袋纸1060,线材,钢铁制品,钢铁
2210,75克纸袋纸1185,线材,钢铁制品,钢铁
2211,70克纸袋纸1500,线材,钢铁制品,钢铁
2212,70克纸袋纸1530,线材,钢铁制品,钢铁
2213,晋钢400E20螺纹,线材,钢铁制品,钢铁
2214,热镀管+螺旋,线材,钢铁制品,钢铁
2215,80克纸袋纸820,线材,钢铁制品,钢铁
2216,80克纸袋纸1200,线材,钢铁制品,钢铁
2217,80克纸袋纸1120,线材,钢铁制品,钢铁
2218,70克轻型胶版纸710x960,线材,钢铁制品,钢铁
2219,68克轻型胶版纸550,线材,钢铁制品,钢铁
2220,58克轻型胶版纸550,线材,钢铁制品,钢铁
2221,80克伸性纸袋纸960,线材,钢铁制品,钢铁
2222,r热镀方矩管,线材,钢铁制品,钢铁
2223,65克轻型胶版纸990,线材,钢铁制品,钢铁
2224,80克微涂胶版纸880x1230,线材,钢铁制品,钢铁
2225,邢台顺达白方加热镀38吨,线材,钢铁制品,钢铁
2226,68克离型原纸1210,线材,钢铁制品,钢铁
2227,晋钢400E14螺纹,线材,钢铁制品,钢铁
2228,热镀管+焊+方矩管,管材及附件,钢 材、合金钢材,钢铁
2229,方管发南阳宛城,线材,钢铁制品,钢铁
2230,方管发郑州,线材,钢铁制品,钢铁
2231,角钢工字钢,线材,钢铁制品,钢铁
2232,圆管发芜湖,线材,钢铁制品,钢铁
2233,晋钢400E22螺纹,线材,钢铁制品,钢铁
2234,兰炭中料,线材,钢铁制品,钢铁
2235,75克纸袋纸990,线材,钢铁制品,钢铁
2236,75克伸性纸袋纸990,线材,钢铁制品,钢铁
2237,80克微涂胶版纸889X1194,线材,钢铁制品,钢铁
2238,55克胶印书刊纸880X1260,线材,钢铁制品,钢铁
2239,55克胶印书刊纸880X1230,线材,钢铁制品,钢铁
2240,90克伸性纸袋纸780,线材,钢铁制品,钢铁
2241,70克离型原纸950,线材,钢铁制品,钢铁
2242,60克轻型胶版纸880X1250,线材,钢铁制品,钢铁
2243,60克轻型胶版纸880X780,线材,钢铁制品,钢铁
2244,65克轻型胶版纸787X1092,线材,钢铁制品,钢铁
2245,70克轻型胶版纸880X1170,线材,钢铁制品,钢铁
2246,晋钢400E28螺纹,线材,钢铁制品,钢铁
2247,晋钢400E32螺纹,线材,钢铁制品,钢铁
2248,67克离型原纸1040,线材,钢铁制品,钢铁
2249,75克纸袋纸1300,线材,钢铁制品,钢铁
2250,75克纸袋纸1400,线材,钢铁制品,钢铁
2251,80克伸性纸袋纸1260,线材,钢铁制品,钢铁
2252,方管发荆州,线材,钢铁制品,钢铁
2253,68克轻型胶版纸820,线材,钢铁制品,钢铁
2254,70克纸袋纸1240,线材,钢铁制品,钢铁
2255,100克伸性纸袋纸1010,线材,钢铁制品,钢铁
2256,果树专用复合肥,\,针织、纺织、皮毛及制品,轻工、医药产品
2257,60克胶印书刊纸730,线材,钢铁制品,钢铁
2258,80克纸袋纸760,线材,钢铁制品,钢铁
2259,75克纸袋纸889,线材,钢铁制品,钢铁
2260,75克纸袋纸787,线材,钢铁制品,钢铁
2261,80克伸性纸袋纸787,线材,钢铁制品,钢铁
2262,方管发九江浔阳,线材,钢铁制品,钢铁
2263,维克特瑞马来矿,线材,钢铁制品,钢铁
2264,70克纸袋纸710,线材,钢铁制品,钢铁
2265,75克离型原纸1098,线材,钢铁制品,钢铁
2266,方管发武汉,线材,钢铁制品,钢铁
2267,58克热敏原纸1243,线材,钢铁制品,钢铁
2268,58克热敏原纸1249,线材,钢铁制品,钢铁
2269,78克胶印书刊纸880,线材,钢铁制品,钢铁
2270,75克纸袋纸1120,线材,钢铁制品,钢铁
2271,95克伸性纸袋纸1010,线材,钢铁制品,钢铁
2272,方矩管+热镀管,管材及附件,钢 材、合金钢材,钢铁
2273,邯郸市康腾热镀18吨,线材,钢铁制品,钢铁
2274,73克离型原纸1020,线材,钢铁制品,钢铁
2275,方矩管 热镀方矩管,管材及附件,钢 材、合金钢材,钢铁
2276,70克数码印刷纸590,线材,钢铁制品,钢铁
2277,70克数码印刷纸648,线材,钢铁制品,钢铁
2278,螺纹12E14E16E25E,线材,钢铁制品,钢铁
2279,70克伸性纸袋纸790,线材,钢铁制品,钢铁
2280,70克离型原纸深典1028,线材,钢铁制品,钢铁
2281,70克微涂胶版纸787X1092,线材,钢铁制品,钢铁
2282,80克微涂胶版纸787X1092,线材,钢铁制品,钢铁
2283,70克微涂胶版纸889X1194,线材,钢铁制品,钢铁
2284,圆管发宜昌,线材,钢铁制品,钢铁
2285,钢板水陆联运,线材,钢铁制品,钢铁
2286,热镀管方矩管方矩管,线材,钢铁制品,钢铁
2287,70克轻型胶版纸730X1020,线材,钢铁制品,钢铁
2288,方管发芜湖,线材,钢铁制品,钢铁
2289,75克伸性纸袋纸920,线材,钢铁制品,钢铁
2290,75克伸性纸袋纸1240,线材,钢铁制品,钢铁
2291,75克伸性纸袋纸730,线材,钢铁制品,钢铁
2292,75克伸性纸袋纸1060,线材,钢铁制品,钢铁
2293,75克伸性纸袋纸1260,线材,钢铁制品,钢铁
2294,75克伸性纸袋纸700,线材,钢铁制品,钢铁
2295,方热镀,线材,钢铁制品,钢铁
2296,平版双胶纸,线材,钢铁制品,钢铁
2297,汽车玻璃沈阳到河北2,线材,钢铁制品,钢铁
2298,方矩管+热镀,管材及附件,钢 材、合金钢材,钢铁
2299,95克精品牛皮889,线材,钢铁制品,钢铁
2300,热镀+方矩管+热镀方矩管,管材及附件,钢 材、合金钢材,钢铁
2301,电机运输,线材,钢铁制品,钢铁
2302,80克轻型胶版纸720,线材,钢铁制品,钢铁
2303,80克轻型胶版纸1004,线材,钢铁制品,钢铁
2304,75克纸袋纸1040,线材,钢铁制品,钢铁
2305,螺纹25E,线材,钢铁制品,钢铁
2306,螺纹20E,线材,钢铁制品,钢铁
2307,75克伸性纸袋纸1600,线材,钢铁制品,钢铁
2308,80克纸袋纸740,线材,钢铁制品,钢铁
2309,75克纸袋纸730,线材,钢铁制品,钢铁
2310,80克纸袋纸830,线材,钢铁制品,钢铁
2311,75克纸袋纸1180,线材,钢铁制品,钢铁
2312,圆管发大邱庄,线材,钢铁制品,钢铁
2313,80克纸袋纸770,线材,钢铁制品,钢铁
2314,白方+热镀,管材及附件,钢 材、合金钢材,钢铁
2315,100克纸袋纸1010,线材,钢铁制品,钢铁
